name,price,owner,driven km,transmission,fuel,body type,mileage,engine cc,max power bhp,wheel size inches,no of seats
Honda Amaze 1.2 S AT i-VTEC 2013,"₹ 3,65,000",Second Owner,80451 Km,Automatic,Petrol,Sedan,18.1 kmpl,1198 cc,89 bhp,14 Inch,5 Seater
Hyundai Elite i20 Sportz Plus 1.2 2018,"₹ 7,75,000",First Owner,28060 Km,Automatic,Petrol,Hatchback,18.6 kmpl,1197 cc,82 bhp,14 Inch,5 Seater
Honda WR-V VX Diesel 2018,"₹ 7,05,550",First Owner,14848 Km,Manual,Diesel,Crossover,25.5 kmpl,1498,98.6bhp,16 Inch,5 Seater
Tata Nexon Revotron XT 2017,"₹ 4,75,000",First Owner,50000 Km,Manual,Petrol,SUV,17 kmpl,1198 cc,108.5bhp,16 Inch,5 Seater
Maruti Suzuki Baleno Delta 1.2 2019,"₹ 6,28,300",First Owner,17223 Km,Manual,Petrol,Hatchback,21.4 kmpl,1197 cc,83 bhp,15 Inch,5 Seater
Ford Freestyle Titanium 1.2 Ti-VCT 2018,"₹ 6,65,000",First Owner,23000 Km,Manual,Petrol,Hatchback,19 kmpl,1194 cc,95 bhp,15 Inches,5 Seater
Toyota Innova Crysta 2.4 G Plus 7 STR 2019,"₹ 9,50,000",Fourth Owner,13987 Km,Manual,Diesel,MUV,15.1 kmpl,2393 cc,148 bhp,16 inch,7 Seater
Chevrolet Sail 1.2 BASE 2013,"₹ 80,000",First Owner,190000 Km,Manual,Petrol,Sedan,18.2 kmpl,1199 cc,82 bhp,14 Inch,5 Seater
Honda CR-V 2.4 AT 2008,"₹ 3,85,000",Second Owner,85000 Km,Automatic,Petrol,SUV,8.7 kmpl,2398 cc,187 bhp,17 Inches,5 Seater
Hyundai i20 Sportz 1.2 2011,"₹ 2,95,000",First Owner,59000 Km,Manual,Petrol,Hatchback,12.4 kmpl,1197 cc,80Bhp,14 Inch,5 Seater
Maruti Suzuki S-Cross Zeta 1.3 2016,"₹ 6,95,000",First Owner,59000 Km,Manual,Diesel,Crossover,24 kmpl,1248 cc,88.5bhp,16 Inch,5 Seater
Maruti Suzuki Wagon R VXI 1.0 (O) 2019,"₹ 5,55,000",First Owner,9000 Km,Manual,Petrol,Hatchback,22.5 kmpl,998 cc,67 bhp,14 Inches,5 Seater
Maruti Suzuki ALTO 800 LXi (O) 2013,"₹ 2,75,000",First Owner,16000 Km,Manual,Petrol,Hatchback,24.7 Kmpl,796 cc,48PS,12 Inch,5 Seater
BMW 5 Series GT 530d 2010,"₹ 17,50,000",Second Owner,59000 Km,Automatic,Diesel,Sedan,14.69 kmpl,2993 cc,258 bhp,18'',5 Seater
Renault KWID 1.0 RXL AMT 2017,"₹ 4,15,000",First Owner,4900 Km,Automated Manual Transmission,Petrol,Hatchback,25.17 kmpl,999 cc,53,13 Inch,5 Seater
Hyundai i20 ASTA 1.4 2016,"₹ 6,20,000",First Owner,1000 Km,Manual,Petrol,Hatchback,18.60 kmpl,1368 cc,98.5bhp,14 Inch,5 Seater
Maruti Suzuki ALTO 800 LXi 2012,"₹ 2,00,000",First Owner,48300 Km,Manual,Petrol,Hatchback,24.7 kmpl,796cc,48 bhp,12 Inch,5 Seater
Audi Q3 30 TFSI Premium 2019,"₹ 28,50,000",First Owner,22900 Km,Automatic,Petrol,SUV,16.9 kmpl,1395cc,148bhp,17 Inch,5 Seater
Maruti Suzuki Alto K10 VXi 2018,"₹ 3,50,000",First Owner,7500 Km,Manual,Petrol,Hatchback,24.07 kmpl,998 cc,67 bhp,13 inch,5 Seater
Maruti Suzuki Alto K10 VXi 2016,"₹ 2,40,000",Second Owner,80000 Km,Manual,Petrol,Hatchback,24.07 kmpl,998 cc,67 bhp,13 inch,5 Seater
Mahindra XUV500 W7 BS6 2021,"₹ 16,38,000",First Owner,19857 Km,Manual,Diesel,SUV,15.1 kmpl,2179 cc,153 bhp,17 Inch,7 Seater
MG Hector Plus Sharp 2.0 Diesel 2021,"₹ 20,00,000",First Owner,19857 Km,Manual,Diesel,SUV,16.6 kmpl,1956cc,168 bhp,17 inch,6 Seater
Honda Amaze 1.2 VX i-VTEC 2016,"₹ 5,25,000",First Owner,39898 Km,Manual,Petrol,Sedan,17.8 kmpl,1198 cc,87 bhp,14 Inch,5 Seater
Honda Amaze 1.2 VX i-VTEC 2015,"₹ 5,00,000",First Owner,78299 Km,Manual,Petrol,Sedan,17.8 kmpl,1198 cc,87 bhp,14 Inch,5 Seater
Toyota Innova Crysta 2.8 ZX AT 7 STR 2016,"₹ 17,75,000",First Owner,93000 Km,Automatic,Diesel,MUV,14.29 kmpl,2755 cc,172 bhp,17 inch,7 Seater
Tata Nano GenX XTA 2015,"₹ 1,95,000",First Owner,62000 Km,Automatic,Petrol,Hatchback,23.6 kmpl,624 cc,37 bhp,12 Inch,4 Seater
Toyota Fortuner 2.8 4x2 MT 2019,"₹ 32,83,177",First Owner,25876 Km,Manual,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,17 Inches,7 Seater
Toyota Fortuner 2.8 4x2 MT BS6 2020,"₹ 20,00,000",Third Owner,19857 Km,Manual,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,17 Inches,7 Seater
Maruti Suzuki Swift VDi BS IV 2010,"₹ 3,25,000",First Owner,76000 Km,Manual,Diesel,Hatchback,14.84 kmpl,1248 cc,75,14 Inch,5 Seater
Maruti Suzuki Alto K10 VXi 2011,"₹ 2,00,000",First Owner,20000 Km,Manual,Petrol,Hatchback,24.07 kmpl,998 cc,67 bhp,13 inch,5 Seater
Honda Amaze 1.5 E i-DTEC 2017,"₹ 5,21,000",First Owner,62000 Km,Manual,Diesel,Sedan,25.8 kmpl,1498 cc,99 bhp,14 Inch,5 Seater
Hyundai Creta 1.6 SX AT Petrol 2019,"₹ 13,99,000",First Owner,32000 Km,Automatic,Petrol,SUV,15.29 kmpl,1591 cc,122 bhp,17 Inches,5 Seater
Hyundai Creta 1.6 SX+ AT Petrol 2018,"₹ 10,81,000",First Owner,67500 Km,Automatic,Petrol,SUV,15.29 kmpl,1591 cc,122 bhp,16 Inch,5 Seater
Mahindra XUV500 W10 AWD AT 2018,"₹ 12,00,000",Second Owner,56000 Km,Automatic,Diesel,SUV,16 kmpl,2179 cc,138 bhp,17'',7 Seater
Toyota Innova Crysta 2.8 GX AT 8 STR 2017,"₹ 15,25,000",First Owner,100000 Km,Automatic,Diesel,MUV,14.29 kmpl,2755 cc,172 bhp,16 inch,8 Seater
Hyundai i10 Magna 1.2 2008,"₹ 2,11,000",First Owner,57000 Km,Manual,Petrol,Hatchback,12.8 kmpl,1197 cc,80bhp,13 Inch,5 Seater
Maruti Suzuki Baleno Alpha 1.2 2017,"₹ 6,50,000",First Owner,21000 Km,Manual,Petrol,Hatchback,21.4kmpl,1197 cc,83.1bhp,16 Inch,5 Seater
Toyota Fortuner Sigma 4 2017,"₹ 25,75,000",First Owner,40000 Km,Automatic,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,18 inch,7 Seater
Renault Scala RXL DIESEL 2013,"₹ 3,25,000",Second Owner,60000 Km,Manual,Diesel,Sedan,21.67 Kmpl,1461 cc,85,15 Inch,5 Seater
Maruti Suzuki Dzire VDi 2017,"₹ 5,93,400",First Owner,13000 Km,Manual,Diesel,Sedan,28.4 kmpl,1248 cc,74 bhp,14 Inch,5 Seater
Honda City 1.5 V MT 2013,"₹ 4,37,200",First Owner,41000 Km,Manual,Petrol,Sedan,17.8 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Mercedes-Benz GLE Coupe 450 AMG 2016,"₹ 46,74,000",First Owner,28000 Km,Automatic,Petrol,Coupe,9 kmpl,2996 cc,367 bhp,21'',5 Seater
BMW X1 sDrive20d Expedition 2011,"₹ 98,76,000",First Owner,820 Km,Automatic,Diesel,SUV,222 Kmph,1995 cc,190bhp,17 Inch,5 Seater
Mercedes-Benz GLC 220 d Progressive 2019,"₹ 42,48,000",First Owner,31000 Km,Automatic,Diesel,SUV,18 kmpl,2143 cc,168 bhp,18'',5 Seater
Maruti Suzuki Swift DZire VXi 2015,"₹ 3,94,000",First Owner,40000 Km,Manual,Petrol,Sedan,22 Kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Hyundai i20 Asta 1.4 CRDi 2018,"₹ 7,97,000",First Owner,24000 Km,Manual,Diesel,Hatchback,18.60 kmpl,1368 cc,98.5bhp,14 Inch,5 Seater
Maruti Suzuki Celerio X ZXi (O) AMT 2017,"₹ 4,65,000",First Owner,32000 Km,Automated Manual Transmission,Petrol,Hatchback,23.1 kmpl,998 cc,67 bhp,14 Inch,5 Seater
Hyundai Getz GLS 2005,"₹ 80,000",Third Owner,65000 Km,Manual,Petrol,Hatchback,11.6 kmpl,1341 cc,83 Bhp,13 Inch,5 Seater
Mahindra XUV500 W6 2014,"₹ 6,46,000",Second Owner,75852 Km,Manual,Diesel,SUV,14 kmpl,2179 cc,140 bhp,17 Inch,5 Seater
Mahindra Scorpio S10 1.99 2016,"₹ 10,25,000",Second Owner,66000 Km,Manual,Diesel,SUV,15.4 kmpl,1997 cc,120 bhp,17 Inch,7 Seater
Hyundai i20 Sportz 1.4 CRDi 2012,"₹ 2,75,000",First Owner,62000 Km,Manual,Diesel,Hatchback,18.60 kmpl,1368 cc,98.5bhp,14 Inch,5 Seater
Hyundai i10 Magna 1.2 Kappa2 2008,"₹ 1,65,045",Second Owner,59045 Km,Manual,Petrol,Hatchback,20 kmpl,1197 cc,80bhp,13 Inch,5 Seater
Mitsubishi Pajero Sport 2.5 MT 2012,"₹ 8,65,000",First Owner,69000 Km,Manual,Diesel,SUV,11.5kmpl,2477 cc,176 bhp,17'',5 Seater
Skoda Superb ELEGANCE 2.0 TDI CR AT 2010,"₹ 3,50,000",Second Owner,95000 Km,Automatic,Diesel,Sedan,17.2 kmpl,1968 cc,138 bhp,15 Inch,5 Seater
Mahindra XUV500 W11 2019,"₹ 19,21,000",First Owner,36496 Km,Manual,Diesel,SUV,16 kmpl,2179 cc,153 bhp,17 Inches,7 Seater
Maruti Suzuki Swift ZXi Plus AMT 2019,"₹ 8,50,000",First Owner,31411 Km,Automated Manual Transmission,Petrol,Hatchback,20.4 kmpl,1197 cc,82 bhp,15 Inches,5 Seater
Maruti Suzuki Swift LDi 2016,"₹ 5,10,000",First Owner,137271 Km,Manual,Diesel,Hatchback,25.2kmpl,1248 cc,74bhp,14 Inch,5 Seater
Skoda Rapid 1.5 TDI CR Ambition 2017,"₹ 10,04,000",First Owner,49734 Km,Manual,Diesel,Sedan,21.14 kmpl,1498 cc,104 bhp,15 Inch,5 Seater
Maruti Suzuki Swift ZXi 2016,"₹ 5,77,000",First Owner,90564 Km,Manual,Petrol,Hatchback,20.4 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Maruti Suzuki Swift DZire LXi 2010,"₹ 2,50,000",First Owner,65000 Km,Manual,Petrol,Sedan,20.85 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Maruti Suzuki Wagon R LXi CNG 2014,"₹ 3,00,000",First Owner,65000 Km,Manual,Petrol + CNG,Hatchback,26.6 Kmpl,998 cc,58.16bhp,13,5 Seater
Hyundai i20 Magna 1.2 (O) 2013,"₹ 3,25,000",Second Owner,63000 Km,Manual,Petrol,Hatchback,12.4 kmpl,1197 cc,80Bhp,14 Inch,5 Seater
Hyundai Elantra 1.8 SX MT 2013,"₹ 5,74,800",Second Owner,66000 Km,Manual,Petrol,Sedan,16.3 kmpl,1797 cc,147 bhp,16 Inch,5 Seater
Mercedes-Benz S-Class S 350d 2018,"₹ 1,20,00,000",First Owner,830 Km,Automatic,Diesel,Sedan,13.5 kmpl,2987 cc,282 bhp,18 Inches,5 Seater
Nissan Terrano XE (D) 2014,"₹ 4,25,000",First Owner,52000 Km,Manual,Diesel,SUV,20.5 kmpl,1461 cc,83.8bhp,16 Inch,5 Seater
Jaguar XF 2.2 Diesel Luxury 2015,"₹ 24,80,100",First Owner,27000 Km,Automatic,Diesel,Sedan,13.53 km/litre,2179 cc,190 PS,18 Inch,5 Seater
Volkswagen Polo Comfortline 1.5L (D) 2015,"₹ 4,75,100",Second Owner,87796 Km,Manual,Diesel,Hatchback,20 Kmpl,1498 cc,89 bhp,15'',5 Seater
Ford Fusion 1.4 TDCI DIESEL 2009,"₹ 1,75,000",First Owner,15300 Km,Manual,Diesel,Hatchback,17.7kmpl,1399cc,68,15 Inch,5 Seater
Ford EcoSport TITANIUM 1.5 TDCI 2013,"₹ 4,70,000",First Owner,41000 Km,Manual,Diesel,SUV,18.88 kmpl,1499 cc,110,"15""",5 Seater
Ford Figo Duratorq ZXI 1.4 2012,"₹ 2,00,000",First Owner,62000 Km,Manual,Diesel,Hatchback,25.83kmpl,1498cc,99bhp,14 Inch,5 Seater
Chevrolet Beat PS Diesel 2013,"₹ 1,65,000",First Owner,77428 Km,Manual,Diesel,Hatchback,25.44 kmpl,936 cc,58 bhp,14 Inches,5 Seater
Hyundai Verna FLUIDIC 1.6 SX VTVT OPT 2015,"₹ 7,00,000",First Owner,45000 Km,Manual,Petrol,Sedan,17.4 kmpl,1591 cc,121 bhp,16 Inch,5 Seater
Audi A7 SPORTBACK 3.0 TDI QUATTRO 2012,"₹ 37,57,188",First Owner,42589 Km,Automatic,Diesel,Sedan,13.88 kmpl,2967 cc,241 bhp,18 inches,5 Seater
Honda WR-V S Petrol 2019,"₹ 7,93,000",First Owner,8500 Km,Manual,Petrol,Crossover,17.5 kmpl,1199,99 bhp,16 Inch,5 Seater
Toyota Innova Crysta 2.8 Z AT 7 STR 2019,"₹ 15,00,000",Third Owner,79088 Km,Automatic,Diesel,MUV,14.29 kmpl,2755 cc,172 bhp,17 inch,7 Seater
Hyundai Grand i10 Sportz 1.2 Kappa VTVT 2019,"₹ 7,45,000",First Owner,11000 Km,Manual,Petrol,Hatchback,20 kmpl,1197 cc,81 bhp,14 Inch,5 Seater
Audi R8 5.2 V10 Plus 2017,"₹ 2,10,20,041",First Owner,29679 Km,Automatic,Petrol,Sports,7.8 kmpl,5204 cc,601.4bhp,19 Inch,2 Seater
Maruti Suzuki S-Cross Zeta 1.6 2018,"₹ 9,73,000",First Owner,35865 Km,Manual,Diesel,Crossover,22.07 kmpl,1598 cc,118 bhp,16 Inch,5 Seater
Toyota Innova Crysta 2.4 G 7 STR 2016,"₹ 15,25,000",First Owner,20800 Km,Manual,Diesel,MUV,15.1 kmpl,2393 cc,148 bhp,16 inch,7 Seater
Ford Figo 1.5 Titanium MT 2016,"₹ 7,25,000",First Owner,10800 Km,Manual,Diesel,Hatchback,25.83kmpl,1498cc,99bhp,14 Inch,5 Seater
Audi A4 2.0 TDI 2013,"₹ 15,99,000",First Owner,24000 Km,Automatic,Diesel,Sedan,16.55 kmpl,1968 cc,141 bhp,16 inches,5 Seater
Maruti Suzuki Swift DZire VXi 2017,"₹ 4,41,000",First Owner,56000 Km,Manual,Petrol,Sedan,22 Kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Jaguar F-Pace Prestige 2019,"₹ 53,00,000",First Owner,16857 Km,Automatic,Diesel,SUV,16.38 kmpl,1999 cc,177 bhp,18'',5 Seater
Maruti Suzuki Dzire VXi 2019,"₹ 5,72,000",First Owner,53000 Km,Manual,Petrol,Sedan,22 kmpl,1197 cc,82 bhp,14 Inch,5 Seater
Honda Jazz SV i-DTEC 2016,"₹ 5,00,000",First Owner,5000 Km,Manual,Diesel,Hatchback,27.3 kmpl,1498 cc,98 bhp,14 inch,5 Seater
Hyundai Verna 1.4 VTVT 2011,"₹ 2,50,000",First Owner,5000 Km,Manual,Petrol,Sedan,17.43 kmpl,1396 cc,105 bhp,16 Inch,5 Seater
Maruti Suzuki Swift ZDi 2013,"₹ 5,04,700",First Owner,71000 Km,Manual,Diesel,Hatchback,25.2 kmpl,1248cc,74bhp,14 Inch,5 Seater
Hyundai i10 Magna 2013,"₹ 3,24,450",First Owner,51000 Km,Manual,Diesel,Hatchback,19.81 kmpl,1086 cc,68 bhp,13 Inch,5 Seater
Mitsubishi Pajero Sport 2.5 AT 2015,"₹ 14,40,000",First Owner,45000 Km,Automatic,Diesel,SUV,11.5kmpl,2477 cc,176 bhp,17'',5 Seater
BMW 3 Series 320d 2011,"₹ 11,36,000",First Owner,72000 Km,Automatic,Diesel,Sedan,9.7 kmpl,1995 cc,184 bhp,16,5 Seater
Hyundai Creta 1.6 SX AT Diesel 2019,"₹ 12,96,300",First Owner,45000 Km,Automatic,Diesel,SUV,17.1 kmpl,1582 cc,126 bhp,17 Inches,5 Seater
Hyundai i20 Sportz 1.2 IVT Petrol 2020,"₹ 8,37,064",First Owner,55000 Km,Automatic,Petrol,Hatchback,19.65 kmpl,1197 cc,87 bhp,16 inch,5 Seater
Maruti Suzuki Baleno Delta 1.3 2019,"₹ 7,33,000",First Owner,12000 Km,Manual,Diesel,Hatchback,27.39kmpl,1248 cc,74 bhp,15 Inch,5 Seater
Hyundai i20 Active 1.2 S 2015,"₹ 4,15,000",First Owner,86000 Km,Manual,Petrol,Crossover,17.19 kmpl,1197 cc,82 bhp,15 inch,5 Seater
Toyota Innova 2.5 EV PS 8 STR 2014,"₹ 6,30,000",First Owner,57000 Km,Manual,Diesel,MUV,12.99 kmpl,2494 cc,100 bhp,15 Inch,8 Seater
Renault Duster 85 PS RXL Diesel Plus 2015,"₹ 5,51,000",First Owner,66000 Km,Manual,Diesel,SUV,19.6 kmpl,1461 cc,84 bhp,16 Inch,5 Seater
Audi A4 35 TDI Premium Sunroof 2013,"₹ 17,78,000",First Owner,43000 Km,Automatic,Diesel,Sedan,16.55 kmpl,1968 cc,141 bhp,16 inches,5 Seater
Hyundai Creta 1.6 SX Opt Diesel 2019,"₹ 14,17,000",First Owner,9000 Km,Manual,Diesel,SUV,19.67 kmpl,1582 cc,126 bhp,17 Inches,5 Seater
Maruti Suzuki Ignis Delta 1.3 AMT 2018,"₹ 5,25,000",First Owner,24000 Km,Automated Manual Transmission,Diesel,Hatchback,26.8 kmpl,1248 cc,74 bhp,15,5 Seater
Hyundai Elite i20 Asta 1.4 CRDI Opt 2015,"₹ 5,00,000",First Owner,50000 Km,Manual,Diesel,Hatchback,22.54 kmpl,1396 cc,89 bhp,16 Inch,5 Seater
Honda Amaze 1.5 VX i-DTEC 2018,"₹ 6,34,000",First Owner,10000 Km,Manual,Diesel,Sedan,25.8 kmpl,1498 cc,99 bhp,15 Inches,5 Seater
Maruti Suzuki Baleno Alpha 1.2 2020,"₹ 9,14,506",First Owner,8546 Km,Manual,Petrol,Hatchback,21.4kmpl,1197 cc,83.1bhp,16 Inch,5 Seater
Toyota Innova 2.5 V 7 STR 2011,"₹ 5,69,000",First Owner,89800 Km,Manual,Diesel,MUV,11.4 kmpl,2494 cc,102,15 Inch,5 Seater
Nissan Sunny XL DIESEL 2014,"₹ 3,25,000",First Owner,65000 Km,Manual,Diesel,Sedan,22.7 kmpl,1461 cc,85 bhp,15 Inch,5 Seater
Maruti Suzuki Ciaz Alpha 1.4 MT 2017,"₹ 7,21,000",First Owner,1500 Km,Manual,Petrol,Sedan,20.73 kmpl,1373 cc,91 bhp,16 Inch,5 Seater
Nissan Sunny XL 2014,"₹ 3,90,000",First Owner,26000 Km,Manual,Petrol,Sedan,16.95kmpl,1498cc,97.6bhp,14 Inch,5 Seater
Honda City 1.5 V MT 2015,"₹ 5,30,000",First Owner,23000 Km,Manual,Petrol,Sedan,17.8 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Audi A4 2.0 TDI 177 Bhp Premium Plus 2012,"₹ 11,25,000",First Owner,98000 Km,Automatic,Diesel,Sedan,16.55 kmpl,1968 cc,174 bhp,16 inches,5 Seater
Audi Q3 2.0 TDI Quattro Premium Plus 2013,"₹ 13,50,000",First Owner,99000 Km,Automatic,Diesel,SUV,15.77 kmpl,1968 cc,174 bhp,16 inches,5 Seater
Maruti Suzuki Swift DZire VDi 2010,"₹ 2,07,800",First Owner,5000 Km,Manual,Diesel,Sedan,26.59 kmpl,1248 cc,74 bhp,14 Inch,5 Seater
Toyota Innova Crysta 2.4 VX 7 STR 2017,"₹ 20,00,000",First Owner,50000 Km,Manual,Diesel,MUV,15.1 kmpl,2393 cc,148 bhp,16 inch,7 Seater
Honda Amaze 1.2 VX i-VTEC 2013,"₹ 3,80,000",First Owner,54000 Km,Manual,Petrol,Sedan,17.8 kmpl,1198 cc,87 bhp,14 Inch,5 Seater
Maruti Suzuki S-Cross Alpha 1.3 2017,"₹ 7,64,000",First Owner,25000 Km,Manual,Diesel,Crossover,24 kmpl,1248 cc,88.5bhp,16 Inch,5 Seater
Datsun Go Plus T 2015,"₹ 14,85,000",First Owner,49232 Km,Manual,Petrol,MUV,20.6 kmpl,1198 cc,67 bhp,13,7 Seater
Honda City VX i-VTEC Opt 2016,"₹ 7,45,000",Second Owner,43907 Km,Manual,Petrol,Sedan,17.8 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Toyota Yaris J AT 2019,"₹ 9,65,000",First Owner,17900 Km,Automatic,Petrol,Sedan,17.1 kmpl,1496 cc,106 bhp,15 Inches,5 Seater
Datsun Go Plus T 2017,"₹ 3,60,000",First Owner,35000 Km,Manual,Petrol,MUV,20.6 kmpl,1198 cc,67 bhp,13,7 Seater
Honda City 1.5 V MT 2016,"₹ 5,26,927",First Owner,45000 Km,Manual,Petrol,Sedan,17.8 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Maruti Suzuki Ciaz Alpha 1.3 Hybrid 2019,"₹ 10,63,000",First Owner,19857 Km,Manual,Diesel,Sedan,28.09 kmpl,1248 cc,89 bhp,16 Inch,5 Seater
Hyundai Verna 1.6 CRDI SX 2019,"₹ 10,83,000",First Owner,22000 Km,Manual,Diesel,Sedan,24.8 kmpl,1582 cc,126 bhp,16 Inches,5 Seater
Toyota Fortuner 3.0 4x2 MT 2014,"₹ 12,49,000",First Owner,59000 Km,Manual,Diesel,SUV,11.9 kmpl,2982 cc,169 bhp,17 Inch,5 Seater
Maruti Suzuki Swift DZire LDi 2014,"₹ 3,38,009",First Owner,60000 Km,Manual,Diesel,Sedan,26.59 kmpl,1248 cc,74 bhp,14 Inch,5 Seater
Hyundai i20 Active 1.4 SX Opt 2016,"₹ 5,95,000",First Owner,17000 Km,Manual,Diesel,Crossover,21.19 kmpl,1396 cc,89 bhp,15 Inch,5 Seater
Maruti Suzuki Baleno Delta 1.3 2018,"₹ 7,11,900",First Owner,21000 Km,Manual,Diesel,Hatchback,27.39kmpl,1248 cc,74 bhp,15 Inch,5 Seater
BMW 5 Series 530d M Sport 2017,"₹ 50,24,570",First Owner,25348 Km,Automatic,Diesel,Sedan,14.69 kmpl,2993 cc,258 bhp,18'',5 Seater
Hyundai Creta 1.6 SX+ AT Diesel 2015,"₹ 14,75,000",First Owner,25325 Km,Automatic,Diesel,SUV,17.1 kmpl,1582 cc,126 bhp,17 Inch,5 Seater
Toyota Innova Crysta 2.8 Touring Sport AT 2019,"₹ 27,12,899",First Owner,37639 Km,Automatic,Diesel,MUV,14.29 kmpl,2755 cc,172 bhp,17 inch,7 Seater
BMW 7 Series 730Ld 2014,"₹ 28,50,000",First Owner,68000 Km,Automatic,Diesel,Sedan,11.1 kmpl,2993 cc,262 bhp,17 Inch,5 Seater
Maruti Suzuki Ciaz Alpha 1.3 Hybrid 2019,"₹ 10,29,000",First Owner,18745 Km,Manual,Diesel,Sedan,28.09 kmpl,1248 cc,89 bhp,16 Inch,5 Seater
BMW 7 Series 740Li 2010,"₹ 16,45,000",First Owner,58000 Km,Automatic,Petrol,Sedan,12.05kmpl,2979 cc,320 bhp,18'',5 Seater
Audi Q3 2.0 TDI Quattro Premium Plus 2013,"₹ 14,25,000",First Owner,65000 Km,Automatic,Diesel,SUV,15.77 kmpl,1968 cc,174 bhp,16 inches,5 Seater
Maruti Suzuki Baleno Delta 1.2 2018,"₹ 5,90,000",First Owner,44000 Km,Manual,Petrol,Hatchback,21.4 kmpl,1197 cc,83 bhp,15 Inch,5 Seater
Hyundai Venue SX 1.0 Turbo DCT Dual Tone 2019,"₹ 10,45,000",First Owner,6400 Km,Manual,Petrol,SUV,18.2 kmpl,998 cc,118 bhp,16 Inches,5 Seater
Audi Q3 35 TDI quattro Premium Plus 2014,"₹ 14,90,000",First Owner,56000 Km,Automatic,Diesel,SUV,15.77 kmpl,1968 cc,184 bhp,17 Inches,5 Seater
Hyundai Verna 1.6 VTVT SX 2012,"₹ 3,56,000",First Owner,45236 Km,Manual,Petrol,Sedan,17.4 kmpl,1591 cc,121 bhp,16 Inch,5 Seater
BMW 5 Series 525d 2011,"₹ 15,62,000",First Owner,52000 Km,Automatic,Diesel,Sedan,17.24 kmpl,1995 cc,217 bhp,17'',5 Seater
Maruti Suzuki Swift VDi 2019,"₹ 6,55,000",First Owner,4500 Km,Manual,Diesel,Hatchback,28.4 kmpl,1248 cc,74 bhp,14 Inches,5 Seater
Toyota Innova Crysta 2.7 VX 7 STR 2019,"₹ 15,00,000",First Owner,18755 Km,Manual,Petrol,MUV,15.1 kmpl,2694 cc,164 bhp,17'',7 Seater
Tata Indica eV2 LS 2016,"₹ 1,60,000",Second Owner,108000 Km,Manual,Diesel,Hatchback,17kmpl,1396 cc,69 bhp,13 Inch,5 Seater
Honda City 1.5 V MT 2019,"₹ 9,41,364",First Owner,16548 Km,Manual,Petrol,Sedan,17.8 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Mahindra Thar CRDe 4X4 BS IV 2016,"₹ 5,96,000",First Owner,24000 Km,Manual,Diesel,SUV,13 kmpl,2498 cc,105 bhp,16 Inch,6 Seater
Hyundai i20 Magna 1.2 2010,"₹ 2,72,000",First Owner,61000 Km,Manual,Petrol,Hatchback,12.4 kmpl,1197 cc,80Bhp,14 Inch,5 Seater
Maruti Suzuki Alto K10 VXI (O) 2015,"₹ 2,80,000",First Owner,71000 Km,Manual,Petrol,Hatchback,24.07kmpl,998 cc,67 bhp,13 inch,5 Seater
Ford EcoSport Titanium 1.5L Ti-VCT 2018,"₹ 8,25,000",First Owner,39000 Km,Manual,Petrol,SUV,18.88 kmpl,1499 cc,110,"15""",5 Seater
Maruti Suzuki Alto K10 LXi 2016,"₹ 3,25,000",First Owner,25000 Km,Manual,Petrol,Hatchback,24.07 kmpl,998 cc,67 bhp,13 inch,5 Seater
Mahindra TUV300 T10 2018,"₹ 8,00,000",First Owner,38000 Km,Manual,Diesel,SUV,18.49 kmpl,1493 cc,100 bhp,15 Inch,7 Seater
Hyundai Grand i10 Magna 1.2 Kappa VTVT 2019,"₹ 5,51,000",First Owner,16857 Km,Manual,Petrol,Hatchback,20 kmpl,1197 cc,81 bhp,14,5 Seater
Maruti Suzuki Dzire VXi 2019,"₹ 5,83,000",First Owner,16857 Km,Manual,Petrol,Sedan,22 kmpl,1197 cc,82 bhp,14 Inch,5 Seater
Honda Jazz VX CVT i-VTEC 2019,"₹ 7,85,000",First Owner,19857 Km,Automatic,Petrol,Hatchback,18.7 kmpl,1198 cc,89 bhp,15 Inches,5 Seater
Hyundai Grand i10 Sportz AT 1.2 Kappa VTVT 2019,"₹ 6,98,000",First Owner,19858 Km,Automatic,Petrol,Hatchback,17.49 kmpl,1197 cc,81 bhp,14 Inch,5 Seater
Honda City 1.5 V MT 2019,"₹ 8,84,000",First Owner,19857 Km,Manual,Petrol,Sedan,17.8 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Maruti Suzuki Alto LXi 2010,"₹ 1,20,000",First Owner,89441 Km,Manual,Petrol,Hatchback,19.7 kmpl,796 cc,47 bhp,12 Inch,5 Seater
